[August 19, 2024 22:26:25 UTC] [DEBUG | main] Starting main function
[August 19, 2024 22:26:26 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:26 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data=None
[August 19, 2024 22:26:26 UTC] [WARNING | event_controller] No valid moisture data for plant plant_1, sensor soil_moisture_0
[August 19, 2024 22:26:27 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:27 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:27 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data=None
[August 19, 2024 22:26:27 UTC] [WARNING | event_controller] No valid moisture data for plant plant_1, sensor soil_moisture_0
[August 19, 2024 22:26:28 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:28 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:28 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data=None
[August 19, 2024 22:26:28 UTC] [WARNING | event_controller] No valid moisture data for plant plant_1, sensor soil_moisture_0
[August 19, 2024 22:26:29 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:29 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:29 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data=None
[August 19, 2024 22:26:29 UTC] [WARNING | event_controller] No valid moisture data for plant plant_1, sensor soil_moisture_0
[August 19, 2024 22:26:30 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:30 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:30 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data=None
[August 19, 2024 22:26:30 UTC] [WARNING | event_controller] No valid moisture data for plant plant_1, sensor soil_moisture_0
[August 19, 2024 22:26:31 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:31 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:31 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data=None
[August 19, 2024 22:26:31 UTC] [WARNING | event_controller] No valid moisture data for plant plant_1, sensor soil_moisture_0
[August 19, 2024 22:26:32 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:32 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:32 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data=None
[August 19, 2024 22:26:32 UTC] [WARNING | event_controller] No valid moisture data for plant plant_1, sensor soil_moisture_0
[August 19, 2024 22:26:33 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:33 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:33 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data=None
[August 19, 2024 22:26:33 UTC] [WARNING | event_controller] No valid moisture data for plant plant_1, sensor soil_moisture_0
[August 19, 2024 22:26:34 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:34 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:34 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data=None
[August 19, 2024 22:26:34 UTC] [WARNING | event_controller] No valid moisture data for plant plant_1, sensor soil_moisture_0
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Received data on topic: sensor/soil_moisture, payload: soil_moisture value=460 sensor_id=0
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Sensor 0 data: {'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:35 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:35 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:35 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:35 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 100.0%
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Received data on topic: sensor/soil_moisture, payload: soil_moisture value=516 sensor_id=1
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Sensor soil_moisture_1 is not calibrated
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Sensor 1 data: {'percentage': None, 'last_updated_at': 1724106395.1815412, 'value': '516', 'sensor_id': '1'}
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Received data on topic: sensor/soil_moisture, payload: soil_moisture value=382 sensor_id=2
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Sensor soil_moisture_2 is not calibrated
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Sensor 2 data: {'percentage': None, 'last_updated_at': 1724106395.2896616, 'value': '382', 'sensor_id': '2'}
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Received data on topic: sensor/soil_moisture, payload: soil_moisture value=446 sensor_id=3
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Sensor soil_moisture_3 is not calibrated
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Sensor 3 data: {'percentage': None, 'last_updated_at': 1724106395.3946583, 'value': '446', 'sensor_id': '3'}
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Received data on topic: sensor/soil_moisture, payload: soil_moisture value=558 sensor_id=4
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Sensor soil_moisture_4 is not calibrated
[August 19, 2024 22:26:35 UTC] [DEBUG | sensor_hub_controller] Sensor 4 data: {'percentage': None, 'last_updated_at': 1724106395.50251, 'value': '558', 'sensor_id': '4'}
[August 19, 2024 22:26:36 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:36 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:36 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:36 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 100.0%
[August 19, 2024 22:26:37 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:37 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:37 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:37 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 100.0%
[August 19, 2024 22:26:38 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:38 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:38 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:38 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 100.0%
[August 19, 2024 22:26:39 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:39 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:39 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:39 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 100.0%
[August 19, 2024 22:26:40 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:40 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:40 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:40 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 100.0%
[August 19, 2024 22:26:41 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:41 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:41 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:41 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 100.0%
[August 19, 2024 22:26:42 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:42 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:42 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:42 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 100.0%
[August 19, 2024 22:26:43 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:43 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:43 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:43 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 100.0%
[August 19, 2024 22:26:44 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:44 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:44 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 100.0, 'last_updated_at': 1724106395.0781128, 'value': '460', 'sensor_id': '0'}
[August 19, 2024 22:26:44 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 100.0%
[August 19, 2024 22:26:44 UTC] [INFO | main] Request started: {'request_id': 'f5b64041-52a7-4e71-9b16-4b01af4d7aae'}
[August 19, 2024 22:26:44 UTC] [INFO | main] Request completed: path=/api/sensor-hub/read, method=GET, status=200 OK, size=554, request_id=f5b64041-52a7-4e71-9b16-4b01af4d7aae
[August 19, 2024 22:26:44 UTC] [INFO | _internal] 192.168.178.21 - - [19/Aug/2024 22:26:44] "GET /api/sensor-hub/read HTTP/1.1" 200 -
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Received data on topic: sensor/soil_moisture, payload: soil_moisture value=523 sensor_id=0
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Sensor 0 data: {'percentage': 0.0, 'last_updated_at': 1724106405.065796, 'value': '523', 'sensor_id': '0'}
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Received data on topic: sensor/soil_moisture, payload: soil_moisture value=517 sensor_id=1
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Sensor soil_moisture_1 is not calibrated
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Sensor 1 data: {'percentage': None, 'last_updated_at': 1724106405.1726797, 'value': '517', 'sensor_id': '1'}
[August 19, 2024 22:26:45 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:45 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:45 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 0.0, 'last_updated_at': 1724106405.065796, 'value': '523', 'sensor_id': '0'}
[August 19, 2024 22:26:45 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 0.0%
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Received data on topic: sensor/soil_moisture, payload: soil_moisture value=409 sensor_id=2
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Sensor soil_moisture_2 is not calibrated
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Sensor 2 data: {'percentage': None, 'last_updated_at': 1724106405.2773325, 'value': '409', 'sensor_id': '2'}
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Received data on topic: sensor/soil_moisture, payload: soil_moisture value=445 sensor_id=3
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Sensor soil_moisture_3 is not calibrated
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Sensor 3 data: {'percentage': None, 'last_updated_at': 1724106405.3829088, 'value': '445', 'sensor_id': '3'}
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Received data on topic: sensor/soil_moisture, payload: soil_moisture value=557 sensor_id=4
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Sensor soil_moisture_4 is not calibrated
[August 19, 2024 22:26:45 UTC] [DEBUG | sensor_hub_controller] Sensor 4 data: {'percentage': None, 'last_updated_at': 1724106405.4889152, 'value': '557', 'sensor_id': '4'}
[August 19, 2024 22:26:46 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:46 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:46 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 0.0, 'last_updated_at': 1724106405.065796, 'value': '523', 'sensor_id': '0'}
[August 19, 2024 22:26:46 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 0.0%
[August 19, 2024 22:26:47 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:47 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:47 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 0.0, 'last_updated_at': 1724106405.065796, 'value': '523', 'sensor_id': '0'}
[August 19, 2024 22:26:47 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 0.0%
[August 19, 2024 22:26:48 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:48 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:48 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 0.0, 'last_updated_at': 1724106405.065796, 'value': '523', 'sensor_id': '0'}
[August 19, 2024 22:26:48 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 0.0%
[August 19, 2024 22:26:49 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:49 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:49 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 0.0, 'last_updated_at': 1724106405.065796, 'value': '523', 'sensor_id': '0'}
[August 19, 2024 22:26:49 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 0.0%
[August 19, 2024 22:26:50 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:50 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:50 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 0.0, 'last_updated_at': 1724106405.065796, 'value': '523', 'sensor_id': '0'}
[August 19, 2024 22:26:50 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 0.0%
[August 19, 2024 22:26:51 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:51 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:51 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 0.0, 'last_updated_at': 1724106405.065796, 'value': '523', 'sensor_id': '0'}
[August 19, 2024 22:26:51 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 0.0%
[August 19, 2024 22:26:52 UTC] [DEBUG | event_controller] Checking moisture levels for all plants
[August 19, 2024 22:26:52 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1
[August 19, 2024 22:26:52 UTC] [DEBUG | event_controller] Sensor data for plant plant_1: sensor_id=soil_moisture_0, sensor_data={'percentage': 0.0, 'last_updated_at': 1724106405.065796, 'value': '523', 'sensor_id': '0'}
[August 19, 2024 22:26:52 UTC] [DEBUG | event_controller] Checking moisture level for plant plant_1: 0.0%
